test with interval of 512
Linux 3.16.0-34-generic (compute1) 	05/12/2015 	_x86_64_	(1 CPU)

05:38:00 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:28:00 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:28:01 PM     all      5.43      0.00      6.52      0.00      0.00     88.04
06:28:02 PM     all      1.12      0.00      2.25      0.00      0.00     96.63
06:28:03 PM     all      5.62      0.00     10.11      0.00      0.00     84.27
06:28:04 PM     all      1.14      0.00      4.55      0.00      0.00     94.32
Average:        all      4.86      0.00      5.86      0.06      0.00     89.22
test with interval of 64
Linux 3.16.0-34-generic (compute1) 	05/12/2015 	_x86_64_	(1 CPU)

06:28:04 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:28:05 PM     all     44.21      0.00      9.47      0.00      0.00     46.32
06:28:06 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:28:07 PM     all      5.56      0.00      8.89      0.00      0.00     85.56
06:28:08 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:28:09 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:28:10 PM     all      3.33      0.00      5.56      0.00      0.00     91.11
06:28:11 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:28:12 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:28:13 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:28:14 PM     all      2.27      0.00      4.55      0.00      0.00     93.18
06:28:15 PM     all      7.78      0.00      7.78      0.00      0.00     84.44
06:28:16 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:28:17 PM     all      7.95      0.00      9.09      0.00      0.00     82.95
06:28:18 PM     all      3.30      0.00      5.49      0.00      0.00     91.21
06:28:19 PM     all      7.78      0.00      7.78      0.00      0.00     84.44
06:28:20 PM     all     16.67      0.00      5.56      0.00      0.00     77.78
06:28:21 PM     all      7.87      0.00      6.74      0.00      0.00     85.39
06:28:22 PM     all      1.12      0.00      2.25      0.00      0.00     96.63
06:28:23 PM     all     24.47      0.00     14.89      1.06      0.00     59.57
06:28:24 PM     all      1.14      0.00      1.14      0.00      0.00     97.73
06:28:25 PM     all      6.67      0.00      4.44      0.00      0.00     88.89
06:28:26 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:28:27 PM     all      7.78      0.00      8.89      0.00      0.00     83.33
06:28:28 PM     all      3.37      0.00      4.49      0.00      0.00     92.13
06:28:29 PM     all      4.44      0.00      8.89      0.00      0.00     86.67
06:28:30 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:28:31 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:28:32 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:28:33 PM     all      8.89      0.00      8.89      0.00      0.00     82.22
06:28:34 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:28:35 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:28:36 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:28:37 PM     all      5.62      0.00      8.99      0.00      0.00     85.39
06:28:38 PM     all      2.20      0.00      4.40      0.00      0.00     93.41
06:28:39 PM     all      9.09      0.00      4.55      0.00      0.00     86.36
06:28:40 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:28:41 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:28:42 PM     all      0.00      0.00      3.33      0.00      0.00     96.67
06:28:43 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:28:44 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:28:45 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:28:46 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:28:47 PM     all      8.60      0.00      6.45      0.00      0.00     84.95
06:28:48 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:28:49 PM     all      6.59      0.00     10.99      0.00      0.00     82.42
06:28:50 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:28:51 PM     all      5.62      0.00      8.99      0.00      0.00     85.39
06:28:52 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:28:53 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:28:54 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:28:55 PM     all      7.95      0.00      6.82      0.00      0.00     85.23
06:28:56 PM     all      9.89      0.00      5.49      3.30      0.00     81.32
06:28:57 PM     all      6.82      0.00      7.95      0.00      0.00     85.23
06:28:58 PM     all      4.44      0.00      3.33      0.00      0.00     92.22
06:28:59 PM     all      8.79      0.00      4.40      0.00      0.00     86.81
06:29:00 PM     all      0.00      0.00      5.56      0.00      0.00     94.44
06:29:01 PM     all      8.89      0.00      6.67      0.00      0.00     84.44
06:29:02 PM     all      2.20      0.00      2.20      0.00      0.00     95.60
06:29:03 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:29:04 PM     all      0.00      0.00      2.25      0.00      0.00     97.75
06:29:05 PM     all      8.99      0.00      5.62      0.00      0.00     85.39
06:29:06 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:29:07 PM     all      8.70      0.00      7.61      0.00      0.00     83.70
06:29:08 PM     all      4.44      0.00      2.22      0.00      0.00     93.33
06:29:09 PM     all     19.35      0.00     10.75      0.00      0.00     69.89
06:29:10 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:29:11 PM     all      8.70      0.00      5.43      0.00      0.00     85.87
06:29:12 PM     all      0.00      0.00      3.33      0.00      0.00     96.67
06:29:13 PM     all      7.87      0.00      7.87      0.00      0.00     84.27
06:29:14 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:29:15 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:29:16 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:29:17 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:29:18 PM     all      2.20      0.00      6.59      0.00      0.00     91.21
06:29:19 PM     all      6.74      0.00      8.99      0.00      0.00     84.27
06:29:20 PM     all      0.00      0.00      4.44      1.11      0.00     94.44
06:29:21 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:29:22 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:29:23 PM     all      7.53      0.00      8.60      0.00      0.00     83.87
06:29:24 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:29:25 PM     all     24.73      0.00     12.90      0.00      0.00     62.37
06:29:26 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:29:27 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:29:28 PM     all      2.25      0.00      5.62      0.00      0.00     92.13
06:29:29 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:29:30 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:29:31 PM     all     10.11      0.00      4.49      0.00      0.00     85.39
06:29:32 PM     all      0.00      0.00      4.40      0.00      0.00     95.60
06:29:33 PM     all      7.69      0.00      5.49      0.00      0.00     86.81
06:29:34 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:29:35 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:29:36 PM     all      0.00      0.00      5.56      0.00      0.00     94.44
06:29:37 PM     all      4.49      0.00      7.87      0.00      0.00     87.64
06:29:38 PM     all      4.49      0.00      5.62      0.00      0.00     89.89
06:29:39 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:29:40 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:29:41 PM     all      8.79      0.00      8.79      0.00      0.00     82.42
06:29:42 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:29:43 PM     all      7.69      0.00      5.49      0.00      0.00     86.81
06:29:44 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:29:45 PM     all      7.87      0.00      7.87      0.00      0.00     84.27
06:29:46 PM     all      1.10      0.00      5.49      0.00      0.00     93.41
06:29:47 PM     all      7.69      0.00      5.49      0.00      0.00     86.81
06:29:48 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:29:49 PM     all     10.99      0.00      7.69      0.00      0.00     81.32
06:29:50 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:29:51 PM     all      5.62      0.00      6.74      0.00      0.00     87.64
06:29:52 PM     all      1.12      0.00      1.12      0.00      0.00     97.75
06:29:53 PM     all      7.69      0.00      9.89      0.00      0.00     82.42
06:29:54 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:29:55 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:29:56 PM     all      9.89      0.00      6.59      3.30      0.00     80.22
06:29:57 PM     all      8.99      0.00      4.49      0.00      0.00     86.52
06:29:58 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:29:59 PM     all      5.49      0.00      8.79      0.00      0.00     85.71
06:30:00 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:30:01 PM     all      6.45      0.00      4.30      0.00      0.00     89.25
06:30:02 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:30:03 PM     all      5.68      0.00      5.68      0.00      0.00     88.64
06:30:04 PM     all      0.00      0.00      5.62      0.00      0.00     94.38
06:30:05 PM     all      8.60      0.00      5.38      0.00      0.00     86.02
06:30:06 PM     all      0.00      0.00      5.62      0.00      0.00     94.38
06:30:07 PM     all      6.74      0.00      4.49      0.00      0.00     88.76
06:30:08 PM     all      2.20      0.00      5.49      0.00      0.00     92.31
06:30:09 PM     all      7.69      0.00      4.40      0.00      0.00     87.91
06:30:10 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:30:11 PM     all      5.43      0.00      9.78      0.00      0.00     84.78
06:30:12 PM     all      2.20      0.00      3.30      0.00      0.00     94.51
06:30:13 PM     all     14.44      0.00     13.33      0.00      0.00     72.22
06:30:14 PM     all      1.15      0.00      2.30      0.00      0.00     96.55
06:30:15 PM     all      5.56      0.00      7.78      0.00      0.00     86.67
06:30:16 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:30:17 PM     all      5.56      0.00      5.56      0.00      0.00     88.89
06:30:18 PM     all      2.27      0.00      5.68      0.00      0.00     92.05
06:30:19 PM     all      3.37      0.00      8.99      0.00      0.00     87.64
06:30:20 PM     all      3.37      0.00      3.37      0.00      0.00     93.26
06:30:21 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:30:22 PM     all      1.14      0.00      2.27      0.00      0.00     96.59
06:30:23 PM     all      4.44      0.00      6.67      0.00      0.00     88.89
06:30:24 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:30:25 PM     all      6.52      0.00      6.52      0.00      0.00     86.96
06:30:26 PM     all      1.14      0.00      4.55      0.00      0.00     94.32
06:30:27 PM     all     21.51      0.00     18.28      0.00      0.00     60.22
06:30:28 PM     all      2.27      0.00      3.41      0.00      0.00     94.32
06:30:29 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:30:30 PM     all      3.33      0.00      4.44      0.00      0.00     92.22
06:30:31 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:30:32 PM     all      1.16      0.00      1.16      1.16      0.00     96.51
06:30:33 PM     all      7.61      0.00      7.61      0.00      0.00     84.78
06:30:34 PM     all      1.11      0.00      5.56      0.00      0.00     93.33
06:30:35 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:30:36 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:30:37 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:30:38 PM     all      3.30      0.00      4.40      0.00      0.00     92.31
06:30:39 PM     all      5.56      0.00      5.56      0.00      0.00     88.89
06:30:40 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:30:41 PM     all      7.69      0.00      4.40      0.00      0.00     87.91
06:30:42 PM     all      0.00      0.00      5.56      0.00      0.00     94.44
06:30:43 PM     all      7.69      0.00      4.40      0.00      0.00     87.91
06:30:44 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:30:45 PM     all      4.40      0.00      6.59      0.00      0.00     89.01
06:30:46 PM     all      3.41      0.00      3.41      0.00      0.00     93.18
06:30:47 PM     all      9.78      0.00      6.52      0.00      0.00     83.70
06:30:48 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:30:49 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:30:50 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:30:51 PM     all      5.56      0.00      5.56      0.00      0.00     88.89
06:30:52 PM     all      0.00      0.00      5.68      0.00      0.00     94.32
06:30:53 PM     all      5.49      0.00      6.59      0.00      0.00     87.91
06:30:54 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:30:55 PM     all      8.99      0.00      4.49      0.00      0.00     86.52
06:30:56 PM     all      9.89      0.00      8.79      4.40      0.00     76.92
06:30:57 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:30:58 PM     all      2.25      0.00      5.62      0.00      0.00     92.13
06:30:59 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:31:00 PM     all      2.25      0.00      2.25      0.00      0.00     95.51
06:31:01 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:31:02 PM     all      2.20      0.00      4.40      0.00      0.00     93.41
06:31:03 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:31:04 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:31:05 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:31:06 PM     all      1.15      0.00      4.60      0.00      0.00     94.25
06:31:07 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:31:08 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:31:09 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:31:10 PM     all      1.14      0.00      5.68      0.00      0.00     93.18
06:31:11 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:31:12 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:31:13 PM     all      5.49      0.00      6.59      0.00      0.00     87.91
06:31:14 PM     all      3.26      0.00      4.35      0.00      0.00     92.39
06:31:15 PM     all      5.49      0.00      6.59      0.00      0.00     87.91
06:31:16 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:31:17 PM     all     19.15      0.00     12.77      0.00      0.00     68.09
06:31:18 PM     all      3.33      0.00      2.22      0.00      0.00     94.44
06:31:19 PM     all      5.49      0.00      4.40      0.00      0.00     90.11
06:31:20 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:31:21 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:31:22 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:31:23 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:31:24 PM     all      2.27      0.00      3.41      0.00      0.00     94.32
06:31:25 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:31:26 PM     all      3.30      0.00      5.49      0.00      0.00     91.21
06:31:27 PM     all      8.79      0.00      5.49      0.00      0.00     85.71
06:31:28 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:31:29 PM     all     25.26      0.00     14.74      0.00      0.00     60.00
06:31:30 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:31:31 PM     all      4.40      0.00      8.79      0.00      0.00     86.81
06:31:32 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:31:33 PM     all      8.70      0.00      5.43      0.00      0.00     85.87
06:31:34 PM     all      2.25      0.00      5.62      0.00      0.00     92.13
06:31:35 PM     all      5.68      0.00      7.95      0.00      0.00     86.36
06:31:36 PM     all      0.00      0.00      6.74      0.00      0.00     93.26
06:31:37 PM     all      7.61      0.00      8.70      0.00      0.00     83.70
06:31:38 PM     all      1.11      0.00      6.67      0.00      0.00     92.22
06:31:39 PM     all      6.59      0.00      5.49      0.00      0.00     87.91
06:31:40 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:31:41 PM     all      4.40      0.00      8.79      0.00      0.00     86.81
06:31:42 PM     all      2.20      0.00      4.40      0.00      0.00     93.41
06:31:43 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:31:44 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:31:45 PM     all      7.78      0.00      4.44      0.00      0.00     87.78
06:31:46 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:31:47 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:31:48 PM     all      2.15      0.00      5.38      1.08      0.00     91.40
06:31:49 PM     all      7.87      0.00      6.74      0.00      0.00     85.39
06:31:50 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:31:51 PM     all      7.61      0.00     10.87      0.00      0.00     81.52
06:31:52 PM     all      1.10      0.00      5.49      0.00      0.00     93.41
06:31:53 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:31:54 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:31:55 PM     all      8.79      0.00      5.49      0.00      0.00     85.71
06:31:56 PM     all     11.11      0.00     11.11      5.56      0.00     72.22
06:31:57 PM     all      6.45      0.00      9.68      0.00      0.00     83.87
06:31:58 PM     all      2.27      0.00      5.68      0.00      0.00     92.05
06:31:59 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:32:00 PM     all      1.09      0.00      5.43      0.00      0.00     93.48
06:32:01 PM     all     10.11      0.00      5.62      0.00      0.00     84.27
06:32:02 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:32:03 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:32:04 PM     all      2.27      0.00      6.82      0.00      0.00     90.91
06:32:05 PM     all      5.62      0.00      5.62      0.00      0.00     88.76
06:32:06 PM     all      1.11      0.00      5.56      0.00      0.00     93.33
06:32:07 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:32:08 PM     all      3.37      0.00      5.62      0.00      0.00     91.01
06:32:09 PM     all      7.53      0.00      6.45      0.00      0.00     86.02
06:32:10 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:32:11 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:32:12 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:32:13 PM     all      5.68      0.00      7.95      0.00      0.00     86.36
06:32:14 PM     all      3.30      0.00      4.40      0.00      0.00     92.31
06:32:15 PM     all      5.56      0.00      5.56      0.00      0.00     88.89
06:32:16 PM     all      1.10      0.00      5.49      0.00      0.00     93.41
06:32:17 PM     all      5.62      0.00      5.62      0.00      0.00     88.76
06:32:18 PM     all      3.37      0.00      4.49      0.00      0.00     92.13
06:32:19 PM     all      6.67      0.00      4.44      0.00      0.00     88.89
06:32:20 PM     all      2.17      0.00      4.35      0.00      0.00     93.48
06:32:21 PM     all     19.35      0.00      9.68      0.00      0.00     70.97
06:32:22 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:32:23 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:32:24 PM     all      1.10      0.00      4.40      1.10      0.00     93.41
06:32:25 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:32:26 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:32:27 PM     all      7.61      0.00      8.70      0.00      0.00     83.70
06:32:28 PM     all      2.25      0.00      5.62      0.00      0.00     92.13
06:32:29 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:32:30 PM     all     22.58      0.00     10.75      0.00      0.00     66.67
06:32:31 PM     all      5.56      0.00      7.78      0.00      0.00     86.67
06:32:32 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:32:33 PM     all      3.30      0.00     13.19      0.00      0.00     83.52
06:32:34 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:32:35 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:32:36 PM     all      1.14      0.00      5.68      0.00      0.00     93.18
06:32:37 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:32:38 PM     all      2.22      0.00      6.67      0.00      0.00     91.11
06:32:39 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:32:40 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:32:41 PM     all      6.59      0.00      5.49      0.00      0.00     87.91
06:32:42 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:32:43 PM     all      6.45      0.00      9.68      0.00      0.00     83.87
06:32:44 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:32:45 PM     all      5.62      0.00      8.99      0.00      0.00     85.39
06:32:46 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:32:47 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:32:48 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:32:49 PM     all     10.00      0.00      7.78      0.00      0.00     82.22
06:32:50 PM     all      2.22      0.00      6.67      0.00      0.00     91.11
06:32:51 PM     all     10.64      0.00     11.70      0.00      0.00     77.66
06:32:52 PM     all      3.26      0.00      3.26      0.00      0.00     93.48
06:32:53 PM     all     10.99      0.00      6.59      0.00      0.00     82.42
06:32:54 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:32:55 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:32:56 PM     all      8.79      0.00      8.79      2.20      0.00     80.22
06:32:57 PM     all      6.74      0.00      6.74      0.00      0.00     86.52
06:32:58 PM     all      4.40      0.00      4.40      0.00      0.00     91.21
06:32:59 PM     all      7.61      0.00      8.70      0.00      0.00     83.70
06:33:00 PM     all      2.25      0.00      2.25      0.00      0.00     95.51
06:33:01 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:33:02 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:33:03 PM     all      7.69      0.00      9.89      0.00      0.00     82.42
06:33:04 PM     all      1.14      0.00      2.27      0.00      0.00     96.59
06:33:05 PM     all      6.74      0.00      7.87      0.00      0.00     85.39
06:33:06 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:33:07 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:33:08 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:33:09 PM     all      5.49      0.00     10.99      0.00      0.00     83.52
06:33:10 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:33:11 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:33:12 PM     all      1.09      0.00      4.35      0.00      0.00     94.57
06:33:13 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:33:15 PM     all      1.11      0.00      5.56      0.00      0.00     93.33
06:33:16 PM     all      5.56      0.00      8.89      0.00      0.00     85.56
06:33:17 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:33:18 PM     all      7.69      0.00      9.89      0.00      0.00     82.42
06:33:19 PM     all      1.14      0.00      5.68      0.00      0.00     93.18
06:33:19 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:33:21 PM     all      0.00      0.00      5.56      0.00      0.00     94.44
06:33:22 PM     all      5.38      0.00      8.60      0.00      0.00     86.02
06:33:23 PM     all      0.00      0.00      1.09      0.00      0.00     98.91
06:33:23 PM     all      6.45      0.00      6.45      0.00      0.00     87.10
06:33:25 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:33:25 PM     all     15.79      0.00     13.68      0.00      0.00     70.53
06:33:26 PM     all      0.00      0.00      4.65      0.00      0.00     95.35
06:33:28 PM     all      7.78      0.00     10.00      0.00      0.00     82.22
06:33:29 PM     all      2.25      0.00      5.62      0.00      0.00     92.13
06:33:30 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:33:31 PM     all      3.33      0.00      5.56      0.00      0.00     91.11
06:33:32 PM     all     10.00      0.00      7.78      0.00      0.00     82.22
06:33:33 PM     all     20.65      0.00     11.96      0.00      0.00     67.39
06:33:34 PM     all      6.59      0.00      4.40      0.00      0.00     89.01
06:33:35 PM     all      1.10      0.00      3.30      0.00      0.00     95.60
06:33:36 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:33:37 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:33:38 PM     all      5.49      0.00      8.79      0.00      0.00     85.71
06:33:39 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:33:40 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:33:41 PM     all      3.30      0.00      5.49      0.00      0.00     91.21
06:33:42 PM     all      7.69      0.00      9.89      0.00      0.00     82.42
06:33:43 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:33:44 PM     all      6.74      0.00      7.87      0.00      0.00     85.39
06:33:45 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:33:46 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:33:47 PM     all      0.00      0.00      3.45      0.00      0.00     96.55
06:33:48 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:33:49 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:33:50 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:33:51 PM     all      2.15      0.00      6.45      0.00      0.00     91.40
06:33:52 PM     all      8.70      0.00     11.96      0.00      0.00     79.35
06:33:53 PM     all      2.17      0.00      4.35      1.09      0.00     92.39
06:33:54 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:33:55 PM     all      2.20      0.00      4.40      0.00      0.00     93.41
06:33:56 PM     all      5.68      0.00      6.82      0.00      0.00     87.50
06:33:57 PM     all     10.00      0.00      7.78      2.22      0.00     80.00
06:33:58 PM     all     10.75      0.00      6.45      0.00      0.00     82.80
06:33:59 PM     all      1.12      0.00      7.87      0.00      0.00     91.01
06:34:00 PM     all      7.53      0.00      6.45      0.00      0.00     86.02
06:34:01 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:34:02 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:34:03 PM     all      1.09      0.00      2.17      1.09      0.00     95.65
06:34:04 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:34:05 PM     all      2.17      0.00      4.35      0.00      0.00     93.48
06:34:06 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:34:07 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:34:08 PM     all     10.11      0.00      4.49      0.00      0.00     85.39
06:34:09 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:34:10 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:34:11 PM     all      2.20      0.00      5.49      0.00      0.00     92.31
06:34:12 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:34:13 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:34:14 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:34:15 PM     all      0.00      0.00      5.56      0.00      0.00     94.44
06:34:16 PM     all      6.67      0.00     10.00      0.00      0.00     83.33
06:34:17 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:34:18 PM     all      4.30      0.00     10.75      0.00      0.00     84.95
06:34:19 PM     all      1.11      0.00      5.56      0.00      0.00     93.33
06:34:20 PM     all      7.87      0.00      7.87      0.00      0.00     84.27
06:34:21 PM     all      2.17      0.00      6.52      0.00      0.00     91.30
06:34:22 PM     all      4.44      0.00     10.00      0.00      0.00     85.56
06:34:23 PM     all      0.00      0.00      3.45      0.00      0.00     96.55
06:34:24 PM     all      8.89      0.00      6.67      0.00      0.00     84.44
06:34:25 PM     all      0.00      0.00      4.60      0.00      0.00     95.40
06:34:26 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:34:27 PM     all      3.30      0.00      4.40      0.00      0.00     92.31
06:34:28 PM     all      8.79      0.00      7.69      0.00      0.00     83.52
06:34:29 PM     all      8.42      0.00      5.26      0.00      0.00     86.32
06:34:30 PM     all     18.48      0.00      9.78      0.00      0.00     71.74
06:34:31 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:34:32 PM     all      6.52      0.00      8.70      0.00      0.00     84.78
06:34:33 PM     all      2.20      0.00      5.49      0.00      0.00     92.31
06:34:34 PM     all     25.26      0.00     15.79      0.00      0.00     58.95
